parameter,n_estimators,max_depth,feature,threshold,tree_count,total_binary_variables,importance
nest100_depth2,100,2,discharge_disposition_id,10,1,85,0.0229
nest100_depth2,100,2,number_inpatient,2.5,2,85,0.0203
nest100_depth2,100,2,number_diagnoses,6.5,2,85,0.0189
nest100_depth2,100,2,diabetesMed_Yes,0.5,1,85,0.0159
nest100_depth2,100,2,number_inpatient,3.5,1,85,0.0068
nest100_depth3,100,3,number_inpatient,0.5,10,199,0.349
nest100_depth3,100,3,number_inpatient,1.5,6,199,0.0545
nest100_depth3,100,3,number_emergency,0.5,5,199,0.0398
nest100_depth3,100,3,number_outpatient,0.5,6,199,0.0364
nest100_depth3,100,3,number_diagnoses,5.5,4,199,0.0359
nest100_depth3,100,3,discharge_disposition_id,10,2,199,0.0343
nest100_depth3,100,3,discharge_disposition_id,10.5,4,199,0.0253
nest100_depth3,100,3,admission_source_id,6.5,4,199,0.0224
nest100_depth3,100,3,diag_1_428,0.5,2,199,0.0202
nest100_depth3,100,3,number_diagnoses,6.5,3,199,0.0175
nest100_depth3,100,3,discharge_disposition_id,8.5,2,199,0.0159
nest100_depth3,100,3,discharge_disposition_id,9,3,199,0.0143
nest100_depth3,100,3,number_inpatient,2,2,199,0.014
nest100_depth3,100,3,diabetesMed_Yes,0.5,2,199,0.0096
nest100_depth3,100,3,discharge_disposition_id,7.5,3,199,0.009
nest100_depth3,100,3,diabetesMed_No,0.5,2,199,0.0088
nest100_depth3,100,3,discharge_disposition_id,9.5,2,199,0.008
nest100_depth3,100,3,number_inpatient,3.5,1,199,0.0069
nest100_depth3,100,3,number_emergency,1.5,1,199,0.0054
nest100_depth3,100,3,diag_1_278,0.5,2,199,0.0052
nest100_depth3,100,3,number_inpatient,2.5,1,199,0.0044
nest100_depth3,100,3,number_inpatient,4.5,1,199,0.0039
nest100_depth3,100,3,discharge_disposition_id,1.5,2,199,0.0037
nest200_depth1,200,1,number_inpatient,0.5,6,38,0.3465
nest200_depth1,200,1,number_inpatient,1.5,3,38,0.1414
nest200_depth1,200,1,number_emergency,0.5,1,38,0.0563
nest200_depth2,200,2,number_inpatient,0.5,8,168,0.3197
nest200_depth2,200,2,number_inpatient,1.5,4,168,0.0857
nest200_depth2,200,2,number_emergency,0.5,2,168,0.0437
nest200_depth2,200,2,number_outpatient,0.5,2,168,0.0421
nest200_depth2,200,2,number_diagnoses,5.5,3,168,0.0416
nest200_depth2,200,2,discharge_disposition_id,9.5,3,168,0.0274
nest200_depth2,200,2,discharge_disposition_id,10,1,168,0.026
nest200_depth2,200,2,discharge_disposition_id,10.5,1,168,0.0215
nest200_depth2,200,2,number_inpatient,2.5,2,168,0.0185
nest200_depth2,200,2,number_diagnoses,6.5,2,168,0.0173
nest200_depth2,200,2,diabetesMed_Yes,0.5,1,168,0.0135
nest200_depth2,200,2,number_inpatient,3.5,1,168,0.0062
nest200_depth3,200,3,number_inpatient,0.5,10,352,0.3189
nest200_depth3,200,3,number_inpatient,1.5,6,352,0.0503
nest200_depth3,200,3,discharge_disposition_id,10,6,352,0.0452
nest200_depth3,200,3,number_emergency,0.5,5,352,0.0367
nest200_depth3,200,3,number_outpatient,0.5,6,352,0.0335
nest200_depth3,200,3,number_diagnoses,5.5,4,352,0.033
nest200_depth3,200,3,admission_source_id,6.5,4,352,0.0215
nest200_depth3,200,3,diag_1_428,0.5,2,352,0.019
